uid,rosterNo,displayName,column,value,sourceUrl,confidence,notes,applied
MG-049,49,Alfa Romeo 75 3.0 V6,aspiration,NA,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,Naturally aspirated Busso V6,yes
MG-049,49,Alfa Romeo 75 3.0 V6,chassisCode,162B,https://www.auto-data.net/en/alfa-romeo-75-162-b-america-3.0-v6-188hp-1561,HIGH,Corroborated by carfolio and Classic Driver listings,yes
MG-049,49,Alfa Romeo 75 3.0 V6,curbWeightKg,1210,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,displacementCc,2959,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,dragCd,0.34,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,MED,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,drivetrain,RWD,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,File mixes FR/RWD vocabulary already; used RWD to match this batch's prevailing style,yes
MG-049,49,Alfa Romeo 75 3.0 V6,engineCode,AR 119.11,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,LOW,Single uncorroborated source for the internal Alfa engine type code,yes
MG-049,49,Alfa Romeo 75 3.0 V6,engineConfig,V6,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,"Busso 60-degree V6, SOHC 2v/cyl",yes
MG-049,49,Alfa Romeo 75 3.0 V6,heightMm,1349,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,peakTorqueNm,245,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,powerRpm,5800,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,quotedPowerPs,190,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,"Non-JDM car, never subject to the 280 PS ceiling; same as stockPowerPs",yes
MG-049,49,Alfa Romeo 75 3.0 V6,stockPowerPs,190,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,"A closely-related ""3.0 V6 America"" source gives 188 PS; treated as rounding variance",yes
MG-049,49,Alfa Romeo 75 3.0 V6,stockTyre,195/60R14,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,styleBase,12,,SUGGESTION,Distinctive 80s Alfa wedge saloon with a Kamm tail; striking for a sedan but not exotic,yes
MG-049,49,Alfa Romeo 75 3.0 V6,topSpeedKmh,220,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,torqueRpm,4000,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,tyreCompound,touring,,LOW,"Judgement call: 1980s Italian executive saloon on 14in tyres, not a grippy sport fitment",yes
MG-049,49,Alfa Romeo 75 3.0 V6,weightDistributionFront,55,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,MED,"Source states 55.4%, rounded to match this file's integer convention",yes
MG-049,49,Alfa Romeo 75 3.0 V6,wheelbaseMm,2510,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,widthMm,1631,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,,yes
MG-049,49,Alfa Romeo 75 3.0 V6,yearFrom,1987,https://www.carfolio.com/alfa-romeo-75-3.0-v6-28204,HIGH,3.0 V6 variant introduced 1987 on the existing 75 (162B) saloon,yes
MG-050,50,Toyota MR2 (SW20),quotedPowerPs,245,https://gazoo.com/catalog/maker/TOYOTA/MR2/198910/,HIGH,Toyota's own catalogue rounds to 245 PS; this row's existing 244 PS stockPowerPs is a very close alternate-source figure,yes
MG-051,51,Toyota Celica GT-Four (ST205),aspiration,turbo,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-051,51,Toyota Celica GT-Four (ST205),chassisCode,ST205,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,HIGH,,yes
MG-051,51,Toyota Celica GT-Four (ST205),dragCd,0.32,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-051,51,Toyota Celica GT-Four (ST205),engineCode,3S-GTE,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,HIGH,,yes
MG-051,51,Toyota Celica GT-Four (ST205),engineConfig,I4,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,HIGH,,yes
MG-051,51,Toyota Celica GT-Four (ST205),heightMm,1305,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-051,51,Toyota Celica GT-Four (ST205),powerRpm,6000,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,"Sourced alongside a 255 PS reading; this row's existing stockPowerPs is 259 PS from a different (Forza) source, but rpm should still apply to the same 3S-GTE tune",yes
MG-051,51,Toyota Celica GT-Four (ST205),quotedPowerPs,255,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,"JDM catalogue figure, below the 280 PS ceiling so not underrated; differs slightly from this row's existing 259 PS stockPowerPs (different source)",yes
MG-051,51,Toyota Celica GT-Four (ST205),stockTyre,215/50R16,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-051,51,Toyota Celica GT-Four (ST205),styleBase,15,,SUGGESTION,Widebody WRC homologation special with bonnet scoop and large rear wing; aggressive rally-bred look,yes
MG-051,51,Toyota Celica GT-Four (ST205),torqueRpm,4000,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,Same source-pairing caveat as powerRpm,yes
MG-051,51,Toyota Celica GT-Four (ST205),tyreCompound,performance,,LOW,,yes
MG-051,51,Toyota Celica GT-Four (ST205),wheelbaseMm,2535,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-051,51,Toyota Celica GT-Four (ST205),widthMm,1750,https://carfromjapan.com/specifications/toyota/celica/581791b92afaa2c4b287549f,MED,,yes
MG-052,52,Mazda RX-7 (FD3S),quotedPowerPs,255,https://www.nextage.jp/carcatalog/mazda/efini_rx-7/e-fd3s/,HIGH,Manufacturer catalogue figure for the early Type R; matches this row's existing stockPowerPs exactly,yes
MG-053,53,Honda Civic Type R (EK9),aspiration,NA,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),chassisCode,EK9,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),dragCd,0.32,https://ecomodder.com/wiki/Vehicle_Coefficient_of_Drag_List,MED,,yes
MG-053,53,Honda Civic Type R (EK9),engineCode,B16B,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),engineConfig,I4,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),heightMm,1360,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),powerRpm,8200,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),quotedPowerPs,185,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,Matches stockPowerPs; B16B was well under the 280 PS ceiling so never underrated,yes
MG-053,53,Honda Civic Type R (EK9),redlineRpm,8400,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),stockTyre,195/55R15,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),styleBase,13,,SUGGESTION,Iconic Championship White EK9 hatch with aggressive OEM aero on a compact econobox-based shape,yes
MG-053,53,Honda Civic Type R (EK9),torqueRpm,7500,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),tyreCompound,performance,,LOW,,yes
MG-053,53,Honda Civic Type R (EK9),wheelbaseMm,2620,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-053,53,Honda Civic Type R (EK9),widthMm,1695,https://www.carfolio.com/honda-civic-type-r-84249,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),aspiration,NA,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),chassisCode,SXE10,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),engineCode,3S-GE,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,"BEAMS ""black top"" variant",yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),engineConfig,I4,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),heightMm,1410,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),powerRpm,7600,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,6-speed manual grade figure,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),quotedPowerPs,210,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,6MT catalogue figure; matches this row's existing 211 PS stockPowerPs closely,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),stockTyre,215/45ZR17,https://cars.japanesecartrade.com/detail/toyota/altezza/rs200/128508,MED,Z Edition trim; base RS200 without the Z Edition pack used a smaller 205/55R16 fitment per a separate source,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),styleBase,10,,SUGGESTION,Crisp late-90s Toyota sport sedan with distinctive round tail lights; tidy but not dramatic,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),torqueRpm,6400,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,Matches this row's existing 216 Nm peakTorqueNm exactly,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),tyreCompound,performance,,LOW,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),wheelbaseMm,2670,https://www.carfolio.com/toyota-altezza-rs200-78738,HIGH,,yes
MG-054,54,Toyota Altezza RS200 Z Edition (SXE10),widthMm,1720,https://www.carfolio.com/toyota-altezza-rs200-78738,MED,One other source gives 1725mm,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",aspiration,NA,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,HIGH,,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",chassisCode,DC2,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,HIGH,,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",dragCd,0.32,https://honda-tech.com/forums/acura-integra-6/drag-coefficient-246276/,MED,"Generic Type R Integra figure, not year-specific",yes
MG-055,55,"Honda Integra Type R (DC2, '99)",engineCode,B18C5,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,MED,"This row's existing stockPowerPs/peakTorqueNm (198 PS/176 Nm) match the US-market Acura Integra Type R (B18C5), not the JDM Honda B18C (200 PS/186 Nm at 8000/6200rpm), per the row's own existing MAINTAINER-FLAGGED TRAP note",yes
MG-055,55,"Honda Integra Type R (DC2, '99)",engineConfig,I4,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,HIGH,,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",heightMm,1330,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,MED,DC2 body shell shared across JDM/US market variants,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",powerRpm,8000,https://www.autoevolution.com/news/the-dc2-acura-integra-type-r-honda-s-fwd-magnum-opus-196881.html,HIGH,"US Acura Integra Type R (B18C5) catalogue rpm, paired to match this row's existing 198 PS US-spec stockPowerPs",yes
MG-055,55,"Honda Integra Type R (DC2, '99)",quotedPowerPs,198,https://www.autoevolution.com/news/the-dc2-acura-integra-type-r-honda-s-fwd-magnum-opus-196881.html,HIGH,US Acura catalogue rating (195 bhp); same as stockPowerPs since the US market was not subject to Japan's self-regulation. Genuine JDM DC2 catalogue figure was 200 PS,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",stockTyre,215/45ZR16,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,MED,JDM DC2 figure; US-spec size may differ slightly,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",styleBase,12,,SUGGESTION,Clean mid-90s Honda coupe with subtle Type R aero; understated but purposeful,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",torqueRpm,7500,https://www.autoevolution.com/news/the-dc2-acura-integra-type-r-honda-s-fwd-magnum-opus-196881.html,HIGH,"US Acura B18C5 catalogue rpm, paired with this row's existing 176 Nm figure",yes
MG-055,55,"Honda Integra Type R (DC2, '99)",tyreCompound,performance,,LOW,,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",wheelbaseMm,2570,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,MED,,yes
MG-055,55,"Honda Integra Type R (DC2, '99)",widthMm,1695,http://autoinfo.jp/sport/honda/sport_honda_integra_95y_exp.html,MED,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),aspiration,turbo,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),chassisCode,JZX100,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),engineCode,1JZ-GTE,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,VVT-i variant,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),engineConfig,I6,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),heightMm,1400,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),powerRpm,6200,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),quotedPowerPs,280,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,Self-regulation ceiling figure; matches this row's existing stockPowerPs exactly,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),stockTyre,205/55R16,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,MED,"Staggered fitment: front 205/55R16, rear 225/50R16; front size reported here",yes
MG-056,56,Toyota Chaser Tourer V (JZX100),styleBase,9,,SUGGESTION,Conservative 90s Toyota 4-door bodyshell; a drift-scene icon more for its chassis than its looks,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),torqueRpm,2400,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,MED,"Sourced alongside a 378 Nm torque figure; this row's existing peakTorqueNm is 362 Nm from a different source, but rpm should still apply to the same VVT-i tune",yes
MG-056,56,Toyota Chaser Tourer V (JZX100),tyreCompound,performance,,LOW,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),wheelbaseMm,2730,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-056,56,Toyota Chaser Tourer V (JZX100),widthMm,1755,https://www.carfolio.com/toyota-chaser-2.5-tourer-v-185427,HIGH,,yes
MG-057,57,Subaru Impreza WRX STI (GC8),quotedPowerPs,250,https://www.autoevolution.com/news/these-jdm-classics-all-make-276-hp-on-paper-due-to-a-gentleman-s-agreement-221147.html,MED,"Matches stockPowerPs; this was the initial 1994 GC8 STI output, before later revisions climbed toward the 276-280 PS self-regulation ceiling",yes
MG-059,59,Honda Integra Type R (DC5),chassisCode,DC5,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,HIGH,,yes
MG-059,59,Honda Integra Type R (DC5),engineCode,K20A,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,HIGH,"IMPORTANT: this row's existing stockPowerPs (198 PS), peakTorqueNm (176 Nm) and displacementCc (1800cc) exactly duplicate row MG-055's DC2 data and do not match any real DC5 spec. The real JDM DC5 Integra Type R made 220 PS at 8000rpm / 206 Nm at 7000rpm from a 1998cc K20A. Deliberately NOT reporting quotedPowerPs/powerRpm/torqueRpm/redlineRpm/dragCd here since they would misrepresent the row further while the underlying stockPowerPs/peakTorqueNm/displacementCc conflict is unresolved; flagging for maintainer reconciliation",yes
MG-059,59,Honda Integra Type R (DC5),heightMm,1385,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,MED,,yes
MG-059,59,Honda Integra Type R (DC5),stockTyre,215/45ZR17,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,MED,"Source lists '214/45ZR17', treated as a likely typo for the standard 215/45ZR17 size",yes
MG-059,59,Honda Integra Type R (DC5),styleBase,12,,SUGGESTION,"Sharper-nosed successor to the DC2, still a subtle sports coupe silhouette",yes
MG-059,59,Honda Integra Type R (DC5),tyreCompound,performance,,LOW,,yes
MG-059,59,Honda Integra Type R (DC5),wheelbaseMm,2570,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,MED,,yes
MG-059,59,Honda Integra Type R (DC5),widthMm,1725,https://www.integradc5.com/dc5-honda-integra-type-r-specs/,MED,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),aspiration,twin-turbo,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),chassisCode,Z16A,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),dragCd,0.33,https://ja.wikipedia.org/wiki/三菱・GTO,MED,Generic GTO figure (Japanese Wikipedia); corroborated by a Western source giving 0.33 for the 3000GT twin with headlights retracted,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),engineCode,6G72,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,Twin-turbo variant,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),engineConfig,V6,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),heightMm,1285,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),powerRpm,6000,https://www.automobile-catalog.com/car/1992/1966925/mitsubishi_gto_twin-turbo.html,MED,This is the rpm for the CATALOGUE quoted 280 PS figure; no source found for the rpm of this row's existing 324 PS stockPowerPs dyno figure,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),quotedPowerPs,280,https://www.automobile-catalog.com/car/1992/1966925/mitsubishi_gto_twin-turbo.html,HIGH,"Self-regulation ceiling figure, matching this row's own existing notes reference to a 280 PS quoted figure",yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),stockTyre,235/45ZR17,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),styleBase,14,,SUGGESTION,Dramatic pop-up headlight 90s GT wedge; one of the most visually aggressive shapes of its era,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),torqueRpm,2500,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,Matches this row's existing 427 Nm peakTorqueNm exactly,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),tyreCompound,performance,,LOW,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),wheelbaseMm,2470,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-060,60,Mitsubishi GTO Twin Turbo (Z16A),widthMm,1840,https://www.carfolio.com/mitsubishi-gto-186186,HIGH,,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),aspiration,turbo,https://cars.japanesecartrade.com/detail/toyota/soarer/2.5gt-t/139391,HIGH,,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),chassisCode,JZZ30,https://projectjdm.org/blog/soarer-specs,HIGH,,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),curbWeightKg,1560,https://www.carfolio.com/toyota-soarer-2.5-gt-t-188155,MED,Sources give a 1550-1610kg range across GT-T model years/packages; 1560kg is the most consistently cited figure,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),displacementCc,2491,https://www.carfolio.com/toyota-soarer-2.5-gt-t-188155,HIGH,,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),drivetrain,RWD,https://www.carfolio.com/toyota-soarer-2.5-gt-t-188155,HIGH,"Front-engine, rear-wheel-drive coupe; file mixes FR/RWD vocabulary already",yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),engineCode,1JZ-GTE,https://cars.japanesecartrade.com/detail/toyota/soarer/2.5gt-t/139391,HIGH,,yes
MG-061,61,Toyota Soarer 2.5 GT-T (JZZ30),engineConfig,I6,https://cars.japanesecartrade.com/detail/toyota/soarer/2.5gt-t/139391,HIGH,,yes
